language,genre,lyrics,,Song Name,artist
bn,pop,"ওরে মন বাজাসনে আর
প্রেমের ঐ ভাঙ্গা বাঁশী।
সে তো হৃদয় থেকে নোঙর তুলে
হয়ে গেছে আজ পরবাসী।।
পাখি ছাড়া একটি প্রহর
মনে হতো একটি বছর।
মনে হতো শুধু তারই জন্যে
গেয়ে যেত আমার এই অন্তর
দেখি এখন আকাশে স্বপ্নের মেঘ
আমি যার বৃষ্টিতে ভাসি।।
তাকে ছাড়া গানের এই বীণ
মনে হতো তাল লয় হীন।
মনে হতো শুধু তারই জন্যে
জীবনটা এতো রঙ্গিন
তবু না পাওয়ার মাঝেও যেটুকু পেলাম
তাতেই তো আমি আজ খুশি।।",,ওরে মন বাজাসনে আর,
bn,classical (rabindra),"আমারে করো তোমার বীণা
লহো গো লহো তুলে।
উঠিবে আজি তন্ত্রীরাজি মোহন অঙ্গুলে।।
কোমল তব কমলকরে
পরশ করো পরান-‘পরে
উঠিবে হিয়া গুঞ্জরিয়া তব শ্রবণমূলে।।
কখনো সুখে কখনো দুখে
কাঁদিবে চাহি তোমার মুখে
চরণে পড়ি রবে নীরবে রহিবে যবে ভুলে।
কেহ না জানে কী নব তানে
উঠিবে গীত শূন্য-পানে
আনন্দের বারতা যাবে অনন্তের কূলে।।",,আমারে করো তোমার বীণা,
bn,Hip-hop,"বেহাগ যদি না হয় রাজী বসন্ত যদি না আজ আসে
এ আসরে ইমন তুমি থাকো বন্ধু আমার পাশে।।
তোমার সুরের হাতটি ধরে চলো চলে যাই
যেখানেতে আনন্দ রাগ বাজে গো সদাই
কথার ফুলে সুরের ভ্রমর যেথায় মিলন সুখে হাসে।।
চোখের দেখা যাক ফুরিয়ে ক্ষতি কিছু নাই
স্বপ্ন দেখার নাই সীমানা দেখে যাবো তাই
ভালোবাসাই শিখেছে মন তাইতো শুধুই ভালোবাসে।।",,বেহাগ যদি না হয় রাজী,
bn,pop,"তোমার জন্য সকাল দুপুর
বাজিয়ে কোন বিষণ্ণ সুর
সন্ধ্যেবেলার যত্নে আঁধার
বুকে রাখে যেসব পাহাড়
বুকে রাখে যেসব পাহাড়
আমি তোমায়ে ছায়ার মত
তোমায়ে খুঁজে অবিরত
শুন্যে হাটি শুন্যে ভাসি
না পাওয়া এক আজব ক্ষত
রাতের তারায়ে একলা হাসি
” তুমি তাদের নাম দিলে না
মনের ভুলে কেউ দিল না
তোমার দেওয়া আমার কোন
নাম ছিল না, নাম ছিল না
নাম ছিল না , নাম ছিল না ” (২)
শুন্য নামে যখন তখন
তোমার খোজে কি অকারণ
আমার আশার মৃত্যু হলে
তোমার কি তা জানতে বারণ
তোমার কি তা জানতে বারণ
” তুমি তাদের নাম দিলে না
মনের ভুলে কেউ দিল না
তোমার দেওয়া আমার কোন
নাম ছিল না, নাম ছিল না
নাম ছিল না , নাম ছিল না ” (২)",,নাম ছিল না,
bn,Hip-hop,"এক গৃরস্তের ঘরে ছিল এক হাঁস
এই ঘরে অভাব যে ছিল বার মাস
একদিন সে হাঁসিটা পাড়লো যে ডিম একটা
তাই নিয়ে গেরস্তের মহা উল্লাস।
এক এক করে ডিম অনেক হবে
তারপর একদিন হাটে যাবে (হু হু হু…)
বিক্রি করে অনেক টাকা পাবে
সেই টাকায় আরো সে হাঁস কিনিবে
জমলে অনেক টাকা কিনবে গরু দুটা
তাই দিয়ে জমি সে করবে চাষ।।
জমি থেকে অনেক ফসল হবে
দিনে দিনে গোলা ভরে যাবে (হু হু হু…)
চড়া দামে ধান বেচে দিবে
ব্যবসা করতে সে শহর যাবে
ঘুরবে ভাগ্যের গতি হবে কোটিপতি
এবার মেটারে সে বহুদিনের আশ।।
মনে মনে সে আরো ভাবে
গুলশানে একটা বাড়ি হবে (হে হে হে…)
সেই বাড়িতে অনেক চাকর রবে
আমার কথা মেনে চলতে হবে
না মানলে হুকুমটা মারবো যে লাথিটা
লাথিতে ডিম ভেঙ্গে হলো সর্বনাশ।।",,এক গৃরস্তের ঘরে ছিল এক হাঁস,
bn,rock,"চলে যাও সব সুখের সারথি
চলে যাও সব সুখ নিয়ে
চলে যাও সব সুখের সারথি
দু:খ এ বুকে দিয়ে
চলে যাও, সব চলে যাও
এই মায়া ভুলে,
চলে যাও, সব চলে যাও
এই পথভুলে সব চলে যাও৷৷
চলে যাও সব আপনজনা আপন আমায় পর করে,
চলে যাও সব আপনমনা নুতন সুখের মিথ্যে লোভে
চলে যাও, সব চলে যাও
এই মায়া ভুলে
চলে যাও, সব চলে যাও
বেহেসিবি ভুলের মেলায়
দুরে…. বহুদুরে চলে যায়
চক্ষের পলকে মাতাল রাতে
ভেঙ্গে যায়, সব ভেঙ্গে যায়
চলে যায় সব চলে যায়৷৷
চলে এসো সব দুঃখের সারথি
দুঃখের ভোরে
চলে এসো সব দুঃখের সারথি
একই স্রোতে মিলে মিশে
জেনে নাও সব জেনে নাও
এই দুঃখি মনটারে
বুঝে নাও সব বুঝে নাও
জেনে নাও সব জেনে নাও
এই দুঃখি মনটারে
বুঝে নাও সব বুঝে নাও
জেনে নাও সব জেনে নাও
এই দুঃখি মনটারে
বুঝে নাও সব বুঝে নাও",,সারথি,
bn,Hip-hop,"সখী কারে ডাকে ঐ বাঁশি নাম ধরিয়া
তুই দে না বলিয়া।
আমি হৃদয়ও আসনে তারে
বসাবো যতন করে
খোঁপাতে রাখিবো গাঁথিয়া
তারে দে না আনিয়া।।
কহিতে শরম লাগে
আধারে কাঁপন জাগে।
মরেছি আমি সখী মরার আগে
আমি দেখিবো নয়ন ভরে
কাজল করিয়া তারে
নয়নে রাখিবো আঁকিয়া
তারে দে না আনিয়া।।
বলে যা বলুক লোকে
পরাণ সপিবো তাকে।
পীড়িতি আগুন সখী পোড়াবো তাকে
আমি সারাটি জনম ধরে
আপন করিয়া তারে
আঁচলে রাখিবো বাধিয়ে
তারে দে না আনিয়া।।",,সখী কারে ডাকে ঐ বাঁশি নাম ধরিয়া,
bn,Uncategorized,"অনুভবে আছো তুমি হৃদয় গভীরে
রাতদিন ভাবনায় খাটে তোমার পরশে,,
তুমি আমার ভালোবাসা ফুলের মুকুল
তুমি আমার প্রেম সাধনার পুতুল,,,,
ও…
ভালবাসার ফুলদানিতে দুটি হৃদয় এক হয়েছে
মাতাল হাওয়ায় মধূ বনে
মিলনের সুর বাজে গো মনে মনে
দুটি হৃদয়ের কোনযৌবনে কাজল আঁখির পরশ মিলেছে,,,
ও…
প্রেম কুমারী “তাসলিমা”
মিটিয়ে দাও গো আমার প্রেম পিপাসা
আসায় থাকি আমি “লিয়ন” পাইতে দর্শন
আমায় ছেড়ে কবু তুমি দূরে যেওনা…",,অনুভবে আছো তুমি …..,
bn,classical (rabindra),"সাজাব তোমারে হে ফুল দিয়ে দিয়ে,
নানা বরণের বনফুল দিয়ে দিয়ে।।
আজি বসন্তরাতে পূর্ণিমাচন্দ্রকরে
দক্ষিণপবনে, প্রিয়ে,
সাজাব তোমারে হে ফুল দিয়ে দিয়ে।।",,সাজাব তোমারে হে ফুল দিয়ে দিয়ে,
bn,classical (rabindra),"অলকে কুসুম না দিয়ো,  শুধু  শিথিল কবরী বাঁধিয়ো।
        কাজলবিহীন সজল নয়নে হৃদয়দুয়ারে ঘা দিয়ো ॥
        আকুল আঁচলে পথিকচরণে মরনের ফাঁদ ফাঁদিয়ো–
        না করিয়া বাদ মনে যাহা সাধ, নিদয়া, নীরবে সাধিয়ো ॥
        এসো এসো বিনা ভূষণেই,  দোষ নেই তাহে দোষ নেই।
        যে আসে আসুক ওই তব রূপ অযতন-ছাঁদে ছাঁদিয়ো।
        শুধু হাসিখানি আঁখিকোণে হানি উতলা হৃদয় ধাঁদিয়ো ॥",,"অলকে কুসুম না দিয়ো,  শুধু  শিথিল কবরী বাঁধিয়ো",
bn,Hip-hop,"আমার ছোট্ট ভাইটি মায়ায় ভরা মুখটি
লেখাপড়া শিখে তুমি অনেক বড় হবে
ধন্য ছেলে বলবে তোমায় তখন যেন সবে।।
হাইকোর্টের ঐ জজ ব্যারিষ্টার হবে আমার ভাই
সত্য ন্যায়ের পথ ধরে চলবে যে সদায়।
ছোট বড় সবাইকে যে বুকে টেনে লবে
ধন্য ছেলে বলবে তোমায় তখন যেন সবে।।
বাবার আদর ভায়ের স্নেহ নাই বা পেলে হাই
সাহস নিয়ে এগিয়ে চলো ভয়ের কিছু নাই।
বোনটি তোমার সুখে দুঃখে সাথে সাথে রবে
বিপদ যদি আসে কভু মাথা পেতে নেবে।।",,আমার ছোট্ট ভাইটি মায়ায় ভরা মুখটি,
bn,rock,"তুমি বল বৃষ্টি পড়ছে
তুমি হাস তাই দেখে
কেন বুঝিনা।
আমি বলি আকাশ কাঁদছে
আকাশেরও আছে দু:খ কিছু
না বলা কথা।
বুঝাতে পারিনা তোমায়
তাই স্বপ্ন আমার হয়না রঙ্গিন
থেকে যায় সাদাকালো।
সূর্যের অপমানে
আকাশে যখন জমে কালো মেঘ
আমি বলি আকাশ বিরহে কাতর
পেতে চায় মাটির আদর।
সূর্যের অপমানে
আকাশে যখন জমে কালো মেঘ
আমি বলি আকাশ বিরহে কাতর
পেতে চায় মাটির আদর।
বুঝাতে পারিনা তোমায়
তাই স্বপ্ন আমার হয়না রঙ্গিন
থেকে যায় সাদাকালো।
বর্জে্র হুংকারে
আকাশ যখন লুকায় মাটিতে
আমি বলি আকাশ স্বপ্ন দেখে
মাটিকে বুকে রেখে।
বর্জে্র হুংকারে
আকাশ যখন লুকায় মাটিতে
আমি বলি আকাশ স্বপ্ন দেখে
মাটিকে বুকে রেখে।
বুঝাতে পারিনা তোমায়
তাই স্বপ্ন আমার হয়না রঙ্গিন
থেকে যায় সাদাকালো।
তুমি বল বৃষ্টি পড়ছে
তুমি হাস তাই দেখে
কেন বুঝিনা।
আমি বলি আকাশ কাঁদছে
আকাশেরও আছে দু:খ কিছু
না বলা কথা।
বুঝাতে পারিনা তোমায়
তাই স্বপ্ন আমার হয়না রঙ্গিন
থেকে যায় সাদাকালো।",,সাদাকালো,
bn,country,"পিরীতি করা পরানের মরা গো
যারা কইরাছে তারাই জানে
এ দিকে জোলেখা বিবি
আশি বছরের বুড়ি
শুধু প্রেমের লাগিয়া
সাজিলেন যৌবত নারী
আশি বৎসর পড়ে, ইউসুফের ধ্যান নাহি খুলে
শেষ দিকে মিলায় পরওয়ারে গো
ইউনুস নবী প্রেম করিলেন
মাছের ভিতর থাকিয়া
নামের সুধা পান করিলেন
রইলেন ইউনুস বাঁচিয়া
আশেকে দয়াময় মাশুকে পরিচয়
ইব্রাহিম বাঁচিয়া রয় জ্বলন্ত আগুনে গো
নূহরে বাঁচাইলেন অঘোরও তুফানে
খলিলের এ বাচাইলেন অঘোরও নিদানে
আমি বান্দা গুনাগার
মসরু পাগলা তোমার
শেষের দিনে পরয়ার, তরাইয়ো আমারে গো",,পরানের মরা,
bn,Hip-hop,"যদি হই চোরকাটা ঐ শাড়ীর ভাজে
দুষ্টু যে হয় এমন কাজ তো তারই সাজে
যদি হই কাঁকন তোমার ঐ হাতে
রিনি ঝিনি বাজবো আমি দিনে রাতে
চেয়েও আমায় চাও না যে।।
আহ তুমি যে কি করো
জ্বালাতন করছ আমায় তুমি বড়
চাও কি তুমি ভুল হয়ে যাক সব কাজে।।
দুষ্টু যে হয় এমন কাজ তো তারই সাজে
যদি হই কাঁকন তোমার ঐ হাতে…
তোমার ঐ দু’চোখে যে আমার মরণ দেখেছি
না না না ও চোখেতে চোখ মিলিয়ে স্বপ্ন আমি এঁকেছি।
যদি হই কাজল তোমার ঐ চোখে
আমারই চোখের বাহার দেখবে লোকে
ভয় কি বলো হায় গো আমার লোক লাজে।।",,যদি হই চোরকাটা ঐ শাড়ীর ভাজে,
bn,rock,"গুরু ঘর বানাইলা কি দিয়া দরজা জানলা কিছু নাই
ক্যামনে তোমায় দেখতে পাই
গুরু ঘর বানাইলা কি দিয়া
গুরু ঘর বানাইলা কি দিয়া দরজা জানলা কিছু নাই
ক্যামনে তোমায় দেখতে পাই
গুরু ঘর বানাইলা কি দিয়া
গুরু ঘর বানাইলা কি দিয়া
এই ঘরেতে আমি ছাড়া আর থাকে না কেহ
পোকামাকড় খাইয়া গেলো সুন্দর ঐ দেহ
তোমার কাছে চাইরে পানা
কইরোনা কইরোনা মানা
ঐ গুরু কান্দিয়া, ঐ গুরু কান্দিয়া
ঘর বানাইলা কি দিয়া
গুরু ঘর বানাইলা কি দিয়া দরজা জানলা কিছু নাই
ক্যামনে তোমায় দেখতে পাই
গুরু ঘর বানাইলা কি দিয়া
গুরু ঘর বানাইলা কি দিয়া
আমার রুহু আমার মাঝে নাইতো এখন গুরু
করতে হবে আজ থেকে হায় নতুন জীবন শুরু
রোদটি এমন হাসবে কবে
সাজানো আজ শেষ কি হবে
মুক্তির স্বাদ নিয়া, মুক্তির স্বাদ নিয়া
ঘর বানাইলা কি দিয়া
গুরু ঘর বানাইলা কি দিয়া দরজা জানলা কিছু নাই
ক্যামনে তোমায় দেখতে পাই
গুরু ঘর বানাইলা কি দিয়া
গুরু ঘর বানাইলা কি দিয়া",,গুরু,
bn,Hip-hop,"অনেক প্রেমে রাঙানো আমার এ মন
ওগো প্রিয় বল না তোমার কি প্রয়োজন।
আজ তোমার চরণে করি গো সমর্পন
ওগো প্রিয় বল না তোমার কি প্রয়োজন।
তোমার তরে রেখেছি সাজিয়ে
মেলে দুটি নয়ন দেখ না চেয়ে।
তুমি মোর যৌবন সপিতে তোমায়।
করেছি আমি আজি আয়োজন।।
আমার মাঝে যা কিছু আছে
এসেছি নিয়ে তা তোমারই কাছে।
জীবনে মরণে কামনা তোমায়।
দিবা নিশি তাই এ নিমন্ত্রন।।",,অনেক প্রেমে রাঙানো আমার এ মন,
bn,Hip-hop,"গল্প কথার কল্পলোকে এক যে ছিল রাজার কুমার।
একদিন এক রাজকুমারীর সাথে হলো দেখা তার
(তারপর)
প্রথম দেখার শুভক্ষণে কাঁপলো হৃদয় সংগোপনে।
রাজকুমারীর গলায় দিল গজমতির হার, সেই রাজার কুমার
(তারপর)
রাজকুমারী ভেবে রাজার কুমার যারে দিল মালাখানি।
রাজকন্যার ছলে সে মালা নিল সে যে এক মায়াবিনী
(তারপর, তারপর কী হলো)
একদিন সে চুপিসারে হারিয়ে গেল তেপান্তরে।
রাজকুমারীর ভুল ভাঙ্গাবার পায় নি সময় আর, সেই রাজার কুমার
(তাহলে)
দিনের পরে রাত আসে আর রাতের পরে দিন
রাজকুমারীর সকল আশা ধুলোয় হলো লীন
হায় অভাগিনী তার কী যে ব্যাথা কেউ তো জানলো না
রাজকুমারের সপ্তডিঙ্গা আর তো ফিরে এলো না
দুটি পান্থ আঁখি যাবে স্বপ্নে ঢাকি
আহা এ পথ যে হবে অবসান
জানি রাজারকুমার ফিরে আসবে আবার
আহা রাঙ্গিয়ে দিতে ভীরু প্রান।",,গল্প কথার কল্পলোকে এক যে ছিল রাজার কুমার,
bn,rock,"কতটা কাঙাল হয়ে থাকি
বুঝবেনা কখনও
কতটা ঝড় বুকে তুলে রাখি
বুঝবেনা কখনও
শীতার্ত আমার বড় বেশি প্রয়োজন শুধু তোমার রোদেলা দুপুর আর একান্ত একাকী তোমায়
কতটা কাঙাল হয়ে থাকি
বুঝবেনা কখনও
কতটা ঝড় বুকে তুলে রাখি
বুঝবেনা কখনও
শীতার্ত আমার বড় বেশি প্রয়োজন শুধু তোমার রোদেলা দুপুর আর একান্ত একাকী তোমায়
লোরকার কবিতায় কখনও তোমার মুখ
সেজানের ছবিতে কখনও তোমার মুখ
সূর্যের বাম পাশে কখনও তোমার মুখ
পতাকার ডান পাশে কখনও তোমার মুখ
ফসলের কচি বুকে কখনও তোমার মুখ
অগোছালো ডায়েরিতে কখনও তোমার মুখ
ভেঙ্গে যাওয়া মিছিলে কখনও তোমার মুখ
বিকেলের শেষ রঙ এ কখনও তোমার মুখ
কতটা কাঙাল হয়ে থাকি
বুঝবেনা
কতটা ঝড় বুকে তুলে রাখি
বুঝবেনা কখনও
শীতার্ত আমার বড় বেশি প্রয়োজন শুধু তোমার রোদেলা দুপুর আর একান্ত একাকী তোমায়",,কতটা কাঙ্গাল আমি,
bn,pop,"যদি তোমায় আমি চাঁদ বলি
ভুল হবে আমার
তুমি চাঁদের চেয়েও সুন্দর
যদি তোমায় আমি ফুল বলি
ভুল হবে আমার
তুমি ফুলের চেয়েও সুন্দর
তুমি আমার মনের মানুষ
তুমি আমার প্রান
তুমি আমার সুরকথা
তুমি আমার গান
তুমি আমার জীবনতরী
তুমি আমার ছন্দ
তুমি চাঁদের চেয়েও সুন্দর
তুমি আমার আশার আলো
তুমি আমার মন
তুমি আমার ভালোবাসা
তুমি আপনজন
তুমি আমার সুখ-দুঃখ
তুমি ভালো-মন্দ
তুমি ফুলের চেয়েও সুন্দর",,যদি তোমায় আমি চাঁদ বলি,
bn,pop,"মন ভাবে তারে এই মেঘলা দিনে,
শীতল কুয়াশাতে তার স্পর্শে,
তার রুনুঝুন নুপুরের সাজে
 বাতাসে যেন মৃদু সুবাসে…
 নিটল পায়ে রিনিক . ঝিনিক ..
পায়েলখানি বাজে,
মাদল বাজে সেই সঙ্গেতে…
শ্যামা মেয়ে নাচে…
চাঁদের অধোর যেন তোমার হাসির মাঝে,
সোনালী আবেশে তবে সাগর হারে,
হৃদয়ের মাঝে কবে বেঁধে ছিলে বাঁধন,
ভালবাসা তবে কেন মনের অগচোরে….
তুমি কি আমার বন্ধু, আজ কেন বোঝনি
 তুমি কি আমার বন্ধু, কেন ভালবাসনি….",,মন ভাবে তারে,
bn,country,"রাখিলেন সাঁই কূপজল করে,
আন্ধেলা পুকুরে..
কবে হবে সজল বরষা?
রেখেছি মন সেই ভরষা..
আমার এই ভগ্ন দশা,
যাবে কত দিন পরে?..
এবার যদি না পাই চরণ,
আবার কি পড়ি ফ্যাড়ে..
রাখিলেন সাঁই কূপজল করে,
আন্ধেলা পুকুরে..
নদীর জল কূপজলই হয়,
বিল-বাওরে পড়ে রয়..
সাধ্য কি সে গঙ্গাতে যায়?
গঙ্গা না এলে পরে..
তেমনি জীবের ভজন বৃথা,
তোমার দয়া নাই যারে..
রাখিলেন সাঁই কূপজল করে,
আন্ধেলা পুকুরে..
তোমার যন্তরে পুড়ি এই অন্তর,
রয় যদি সে লক্ষ বছর..
যন্ত্রী বিহনে যন্ত্র,
কভু না বাজতে পারে?..
আমি যন্ত্র তুমি যন্ত্রী,
সুবল বলাও আমারে..
রাখিলেন সাঁই কূপজল করে,
আন্ধেলা পুকুরে..",,রাখিলেন সাঁই কূপজল করে,
bn,jazz,"বিনয় করি গো প্রিয় আয় আয় রে
বিচ্ছেদের অনলে সদাই অঙ্গ জ্বলে
বিনয় করি গো প্রিয়া আয় আয় রে।।
তোমারও তাড়না শরীরে সহে না
সহজ অবলা এ মন
বন্ধু বন্ধু বলে ঝাঁপিবো ঐ জলে
বিনয় করি গো প্রিয় আয় আয় রে।।
আগে না জানিয়া প্রেমেতে মজিয়া
কাঁন্দিয়া জনমও গেলো
দিয়া প্রেমের জ্বালা
হারাইলো এই বেলা
কোথায় লুকাইলি প্রিয় আয় আয়রে
বিনয় করি গো প্রিয় আয় আয় রে।।",,বিচ্ছেদের অনলে সদাই অঙ্গ জ্বলে,
bn,rock,"বৃষ্টি পড়ে টাপুর টুপুর নদেয় এলো বান,
বানের জলে ভাসলো পুকুর ভাসলো আমার গান।
বন্ধু আইসোরে…
কোলেতে বসতে দেবো, মুখে দেবো পান।
ইষ্টি-কুটুম বৃষ্টি এলো সৃষ্টি হলো সুর,
ভালোবাসায় ভাসলো খেয়া— ঐতো পাখিপুর।
ইচ্ছে হলে এখন তুমি নাইতে পারো,
বৃষ্টিজলে নূপুর পড়ে গাইতে পারো,
এখানে সবাই স্বাধীন বাঁধনহারা,
এখানে সবই নতুন— অন্যরকম অন্যধারা।
টিবি ডাব টিবি ডাব টিবি ডিবি ডাব
বৃষ্টি পড়ে টাপুর টুপুর নদেয় এলো বান,
বানের জলে ভাসলো পুকুর ভাসলো আমার গান।
বন্ধু আইসোরে…
কোলেতে বসতে দেবো, মুখে দেবো পান।
বৃষ্টি পড়ে— টাপুর টুপুর টাপুর টুপুর টাপুর টুপুর টাপুর টুপুর
টিবি ডাব টিবি ডাব টিবি ডিবি ডাব",,বৃষ্টির গান,
bn,folk,"সহজ মানুষ ভজে দেখনারে মন দিব্যজ্ঞানে
পাবিরে অমূল্য নিধি বর্তমানে
ভজ মানুষের চরণ দুটি
নিত্য বস্তু হবে খাঁটি
মরিলে সব হবে মাটি
ত্বরায় এই ভেদ লও জেনে
শুনি ম’লে পাবো বেহেস্তখানা
তা শুনে তো মন মানে না
বাকির লোভে নগদ পাওনা
কে ছাড়ে এই ভুবনে
আচ্ছালাতুল মেরাজুল মোমেনীনা
জানতে হয় নামাজের বেনা
বিশ্বাসীদের দেখাশুনা
folk  কয় এই ভুবনে",,সহজ মানুষ ভজে দেখনারে মন দিব্যজ্ঞানে,
bn,Uncategorized,"আমি তোমার ধরব না হাত,
নাথ, তুমি আমায় ধরো।
যারা আমায় টানে পিছে
তারা আমা হতেও বড়ো।
শক্ত ক’রে ধরে হে নাথ,
শক্ত ক’রে আমায় ধরো। 
যদি কভু পালিয়ে আসি
তারা কেমন ক’রে বাজায় বাঁশি!
বাজাও তোমার মোহন বীণা
আরো মনোহর ।
তাদের চেয়েও মধুর সুরে
বাজাও মনোহর ।
বেহাগ",,আমি তোমার ধরব না হাত,
bn,pop,"কোথায় হারালি তুই, কিছু না বলে আমাকে?
কোথায় হারালি তুই, কিছু না বলে আমাকে?
হঠাত কেন চুপচাপ হল সব?
আমাদের…আমাদের…আমাদের
তোর আশাতে ধরেছি বাজি আমার সব কিছু
তুই তো নেই তবু তোর স্মৃতি আমার ছাড়ে নি পিছু।
সবুজ মরে গেছে, হাসতে ভুলে গেছি, মনটা খুব একাকি।
ভালবেসে তোকে মগ্ন ছিলাম আমি, তুই তো দিলি ফাকি।
ওরে উদাসি……বিবাগি……ফেরারি……।
কোথায় যাবি চলে যা, আমি খুজে নেব তোকে।
আলোকবর্ষ দূরে, একাই যুদ্ধ করে, সব দেয়াল ভেঙ্গে।
তোকে না দেখলে কোন কাজে আমার মনটা আজও বসে না।
চারপাশে আমার এতো চেনামুখ বুকে অসীম শূন্যতা।
আমি উদাসি……বিবাগি……ফেরারি……।
কোথায় হারালি তুই, কিছু না বলে আমাকে?
কোথায় হারালি তুই, কিছু না বলে আমাকে?
হঠাত কেন চুপচাপ হল সব?
আমাদের…আমাদের…আমাদের",,কোথায় হারালি তুই,
bn,pop,"সাগরিকা…
খুজে তো পাই নি তো তোমার মনে
বলা তো হলো না কথা আমারও প্রাণে।
ভেবে হয়েছি সারা বাতাস আপন হারা।
সুরভি ছড়িয়ে কখন গেল মাধবী বনে।।
কখন নিয়েছ ডেকে দিয়েছে আবির মেখে।
আবেশে ভরিয়ে হৃদয় দিলে মধুর ক্ষণে।।",,সাগরিকা খুজে তো পাই নি,
bn,pop,"আমি শুনেছি সেদিন তুমি সাগরের ঢেউ-এ চেপে
নীলজল দীগন্ত ছুঁয়ে এসেছ,
আমি শুনেছি সেদিন তুমি নোনাবালি তীর ধরে
বহুদূর বহুদূর হেঁটে এসেছ
আমি কখনও যাইনি জলে,
কখনও ভাসিনি নীলে,
কখনও রাখিনি চোখ,
ডানামেলা গাঙচিলে
আবার যেদিন তুমি সমুদ্রস্নানে যাবে
আমাকেও সাথে নিও,
নেবে তো আমায় ?
বল, নেবে তো আমায় !
আমি শুনেছি সেদিন নাকি তুমি তুমি তুমি মিলে
তোমরা সদলবলে সভা করেছিলে,
আর সেদিন তোমরা নাকি অনেক জটিল ধাঁধাঁ
না-বলা অনেক কথা, কথা তুলেছিলে
কেন শুধু ছুটে ছুটে চলা
একই একই কথা বলা
নিজের জন্য বাঁচা নিজেকে নিয়ে ?
যদি ভালবাসা না-ই থাকে
শুধু একা একা লাগে
কোথায় শান্তি পাব, কোথায় গিয়ে ?
বল, কোথায় গিয়ে ?
আমি শুনেছি তোমরা নাকি এখনও স্বপ্ন দ্যাখো,
এখনও গল্প লেখো, গান গাও প্রাণ ভরে,
মানুষের বাঁচা মরা এখনও ভাবিয়ে তোলে,
তোমাদের ভালবাসা এখনো গোলাপে ফোটে
আস্থা-হারানো এই মন নিয়ে আমি আজ
তোমাদের কাছে এসে দুহাত পেতেছি,
আমি দু’চোখের গহ্বরে শূণ্যতা দেখি শুধু
রাতঘুমে আমি কোনো স্বপ্ন দেখিনা,
তাই স্বপ্ন দেখবো বলে
আমি দু’চোখ পেতেছি
তাই তোমাদের কাছে এসে
আমি দু’হাত পেতেছি
তাই স্বপ্ন দেখবো বলে
আমি দু’চোখ পেতেছি",,স্বপ্ন দেখবো বলে,
bn,classical (nazrul),"কেন চাঁদিনী রাতে মেঘ আসে ছায়া ক’রে।
সুখের বাসরে কেন, প্রাণ ওঠে বিষাদে ভ’রে।।
কেন মিলন রাতে, সলিল আঁখি পাতে,
কেন ফাগুন প্রাতে, সহসা বাদল ঝরে।।
ডাকিয়া ফুলবনে, থাকে সে আনমনে,
কাঁদায় নিরজনে, কাঁদে কে কিসের তরে।।",,কেন চাঁদিনী রাতে মেঘ আসে ছায়া ক’রে,
bn,pop,"পথ হারাবো বলেই এবার পথে নেমেছি
সোজা পথের ধাঁধায় আমি অনেক ধেঁধেছি।
নিষেধের পাহারাতে ছিলেম রেখে ঢেকে
সে কখন গেছে ফিরে আমায় ডেকে ডেকে।
নয়ন মেলে পাবার আশায় অনেক কেঁদেছি
এই নয়নে পাবো বলেই নয়ন মুদেছি।
চেনা শোনা জানার মাঝে কিছুই চিনি নি যে
অচেনায় হারায়ে তাই আবার খুঁজি নিজে
সে যে গান শুনিয়েছিল হয়নি সেদিন শোনা
সে গানের পরশ লেগে হৃদয় হল সোনা।
রাগের ঘাটে ঘাটে তারে মিছেই সেধেছি
সুর হারাবো বলেই সেতার সুরে বেঁধেছি।",,পথ হারাবো বলেই এবার পথে নেমেছি,
bn,Hip-hop,"বলব তোমায় আজকে আমি একটি মেয়ের গল্প প্রেমের
চুপি চুপি কার ছবি,চুপি চুপি কার ছবি এঁকে ছিল সে অন্তরে
বলব তোমায় আজকে আমি একটি মেয়ের গল্প প্রেমের
শুনেছি কত শুনেছি আমি তোমার কাহিনী,
তাই শুনে মনে মনে ও তাই শুনে মনে মনে হয়েছি তোমার মহেনী
বলব তোমায় আজকে আমি একটি মেয়ের গল্প প্রেমের
চুপি চুপি কার ছবি একেঁছিল সে অন্তরে(2)
স্বপ্ন তুমি স্বপ্ন আজও আমার চোখেতে
বল তুমি কবে আমি… এই বল তুমি কবে আমি পারব তোমায় একটু ছুঁতে
বলব তোমায় আজকে আমি একটি মেয়ের গল্প প্রেমের
চুপি চুপি কার ছবি একেঁছিল সে অন্তরে",,বলব তোমায় আজকে আমি একটি মেয়ের গল্প প্রেমের,
bn,classical (rabindra),"তুমি খুশি থাক আমার পানে চেয়ে চেয়ে
তোমার আঙিনাতে বেড়াই যখন গেয়ে গেয়ে।।
তোমার পরশ আমার মাঝে সুরে সুরে বুকে বাজে,
সেই আনন্দ নাচায় ছন্দ বিশ্বভুবন ছেয়ে ছেয়ে।।
ফিরে ফিরে চিত্তবীণায় দাও যে নাড়া,
গুঞ্জরিয়া গুঞ্জরিয়া দেয় সে সাড়া।
তোমার আঁধার তোমার আলো দুই আমারে লাগল ভালো–
আমার হাসি বেড়ায় ভাসি তোমার হাসি বেয়ে বেয়ে",,তুমি খুশি থাক আমার পানে চেয়ে চেয়ে,
